# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  5 19:33:53 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
K2-79 b,,,,,1.247000,0.077000,-0.072000,0,5926.00,86.00,-86.00,0
K2-79 b,0.0987000000,0.0012000000,-0.0012000000,0,1.280000,0.120000,-0.120000,0,5926.00,86.00,-86.00,0
K2-79 b,,,,,1.038427,0.091870,-0.050445,0,5839.00,51.00,-51.00,0
K2-79 b,,,,,1.370400,0.007400,-0.013100,0,,,,
K2-79 b,0.0988000000,0.0017000000,-0.0023000000,0,1.265000,0.041000,-0.027000,0,5897.00,118.00,-118.00,0
K2-8 b,,,,,0.712000,0.064000,-0.028000,0,,,,
K2-8 b,0.0877000000,0.0021000000,-0.0021000000,0,0.800000,0.060000,-0.060000,0,5147.00,213.00,-213.00,0
K2-8 b,0.0856000000,0.0012000000,-0.0012000000,0,0.740000,0.020000,-0.030000,0,4890.00,38.00,-58.00,0
K2-8 b,,,,,0.771581,,,0,4779.00,25.00,-25.00,0
K2-8 b,0.0856000000,0.0014000000,-0.0014000000,0,0.740000,0.040000,-0.040000,0,4870.00,60.00,-60.00,0
K2-8 b,,,,,0.730000,,,0,4797.00,,,0
K2-8 c,0.0545000000,0.0013000000,-0.0013000000,0,0.800000,0.060000,-0.060000,0,5147.00,213.00,-213.00,0
K2-8 c,,,,,,,,,,,,
K2-8 c,0.0532000000,0.0009000000,-0.0009000000,0,0.740000,0.040000,-0.040000,0,4870.00,60.00,-60.00,0
K2-8 c,,,,,0.712000,0.064000,-0.028000,0,,,,
K2-8 c,,,,,0.730000,,,0,4797.00,,,0
K2-80 b,,,,,0.841458,0.030552,-0.021737,0,5377.00,50.00,-50.00,0
K2-80 b,,,,,0.785000,0.055000,-0.065000,0,,,,
K2-80 b,0.1350000000,0.0040000000,-0.0040000000,0,0.870000,0.100000,-0.100000,0,5441.00,249.00,-249.00,0
K2-80 c,,,,,0.785000,0.055000,-0.065000,0,,,,
K2-80 c,0.0596000000,0.0018000000,-0.0018000000,0,0.870000,0.100000,-0.100000,0,5441.00,249.00,-249.00,0
K2-80 c,,,,,0.841458,0.030552,-0.021737,0,5377.00,50.00,-50.00,0
K2-80 d,,,,,0.841458,0.030552,-0.021737,0,5377.00,50.00,-50.00,0
K2-80 d,,,,,0.785000,0.055000,-0.065000,0,,,,
K2-81 b,0.0579000000,0.0021000000,-0.0021000000,0,0.631000,0.073000,-0.073000,0,4530.00,156.00,-156.00,0
K2-81 b,,,,,0.702000,0.034000,-0.023000,0,,,,
K2-81 b,,,,,0.756173,,,0,4784.00,122.00,-122.00,0
K2-81 b,0.0590000000,0.0020000000,-0.0020000000,0,0.634663,0.035004,-0.031876,0,4674.13,140.71,-131.16,0
K2-83 b,,,,,0.424000,0.025000,-0.010000,0,,,,
K2-83 b,0.0320000000,0.0010000000,-0.0010000000,0,0.547001,0.027739,-0.027632,0,3875.75,80.72,-80.20,0
K2-83 b,0.0301400000,0.0004100000,-0.0004100000,0,0.424000,0.016000,-0.016000,0,3910.00,49.00,-49.00,0
K2-83 c,0.0713100000,0.0009600000,-0.0009600000,0,0.424000,0.016000,-0.016000,0,3910.00,49.00,-49.00,0
K2-83 c,0.0760000000,0.0020000000,-0.0030000000,0,0.547001,0.027739,-0.027632,0,3875.75,80.72,-80.20,0
K2-83 c,,,,,0.562821,0.016640,-0.016640,0,3848.00,157.00,-157.00,0
K2-83 c,,,,,0.424000,0.025000,-0.010000,0,,,,
K2-84 b,,,,,0.836000,0.056000,-0.037000,0,,,,
K2-84 b,0.0665000000,0.0016000000,-0.0016000000,0,0.930000,0.120000,-0.120000,0,5652.00,154.00,-154.00,0
K2-84 c,0.1768000000,0.0043000000,-0.0043000000,0,0.930000,0.120000,-0.120000,0,5652.00,154.00,-154.00,0
K2-84 c,,,,,0.836000,0.056000,-0.037000,0,,,,
K2-85 b,0.0130000000,0.0000000000,0.0000000000,0,0.675849,0.031038,-0.030576,0,4376.21,95.30,-90.12,0
K2-85 b,,,,,0.710000,0.050000,-0.050000,0,4462.00,,,0
K2-85 b,,,,,0.646851,0.019620,-0.018865,0,4441.00,50.00,-50.00,0
K2-85 b,,,,,0.734112,0.053040,-0.076126,0,4222.00,145.26,-100.36,0
K2-85 b,,,,,0.680000,0.030000,-0.030000,0,4427.00,48.00,-48.00,0
K2-85 b,0.0126300000,0.0003700000,-0.0003700000,0,0.507000,0.044000,-0.044000,0,4268.00,122.00,-122.00,0
K2-85 b,,,,,0.671000,0.052000,-0.064000,0,,,,
K2-86 b,,,,,0.800000,0.186000,-0.028000,0,,,,
K2-86 b,0.0770000000,0.0026000000,-0.0026000000,0,0.760000,0.090000,-0.090000,0,5482.00,248.00,-248.00,0
K2-86 b,,,,,0.721964,0.034976,-0.024973,0,5129.00,50.00,-50.00,0
K2-87 b,0.0940000000,0.0010000000,-0.0010000000,0,1.401000,0.083000,-0.062000,0,5747.00,58.00,-49.00,0
K2-87 b,,,,,1.450000,0.070000,-0.070000,0,5583.60,118.30,-118.30,0
K2-87 b,,,,,1.508000,0.099000,-0.074000,0,,,,
K2-87 b,0.0876000000,0.0018000000,-0.0018000000,0,0.930000,0.290000,-0.290000,0,5406.00,168.00,-168.00,0
K2-88 b,0.0345000000,0.0030000000,-0.0030000000,0,0.256000,0.049000,-0.049000,0,3537.00,93.00,-93.00,0
K2-88 b,,,,,0.256000,0.029000,-0.082000,0,,,,
K2-88 b,0.0420000000,0.0010000000,-0.0020000000,0,0.459539,0.031907,-0.030152,0,3624.15,87.63,-86.79,0
K2-89 b,,,,,0.318000,0.031000,-0.035000,0,,,,
K2-89 b,0.0146200000,0.0005100000,-0.0005100000,0,0.318000,0.033000,-0.033000,0,3691.00,51.00,-51.00,0
K2-89 b,0.0170000000,0.0010000000,-0.0010000000,0,0.535057,0.015817,-0.015817,0,3677.00,157.00,-157.00,0
K2-9 b,,,,,0.468000,0.086000,-0.063000,0,,,,
K2-9 b,0.0848000000,0.0050000000,-0.0050000000,0,0.250000,0.040000,-0.030000,0,3468.00,20.00,-19.00,0
K2-9 b,,,,,0.520000,,,0,3765.00,,,0
K2-9 b,0.0910000000,0.0130000000,-0.0160000000,0,0.310000,0.110000,-0.110000,0,3390.00,150.00,-150.00,0
K2-9 b,0.1098000000,0.0058000000,-0.0058000000,0,0.468000,0.074000,-0.074000,0,4052.00,120.00,-120.00,0
K2-90 b,0.1000000000,0.0030000000,-0.0030000000,0,0.634754,0.029302,-0.028633,0,4421.98,93.48,-91.15,0
K2-90 b,,,,,0.650887,0.104505,-0.075144,0,4133.13,131.13,-166.91,0
K2-90 b,,,,,0.646000,0.081000,-0.048000,0,,,,
K2-90 b,0.0960000000,0.0010000000,-0.0010000000,0,0.619000,0.009000,-0.010000,0,4484.00,58.00,-50.00,0
K2-90 b,0.0926000000,0.0039000000,-0.0039000000,0,0.494000,0.070000,-0.070000,0,4136.00,164.00,-164.00,0
K2-90 c,,,,,0.646000,0.081000,-0.048000,0,,,,
K2-90 c,0.0328000000,0.0014000000,-0.0014000000,0,0.494000,0.070000,-0.070000,0,4136.00,164.00,-164.00,0
K2-90 c,0.0350000000,0.0010000000,-0.0010000000,0,0.634754,0.029302,-0.028633,0,4421.98,93.48,-91.15,0
K2-91 b,,,,,0.284000,0.030000,-0.055000,0,,,,
K2-91 b,0.0180000000,0.0010000000,-0.0010000000,0,0.320670,0.028824,-0.028709,0,3488.90,80.77,-80.20,0
K2-91 b,0.0164000000,0.0011000000,-0.0011000000,0,0.284000,0.041000,-0.041000,0,3622.00,104.00,-104.00,0
K2-91 b,,,,,0.361559,0.010878,-0.010878,0,3326.00,157.00,-157.00,0
K2-95 b,0.0525000000,0.0059000000,-0.0108000000,0,0.400000,0.010000,-0.010000,0,3566.00,34.00,-37.00,0
K2-95 b,0.0653000000,0.0039000000,-0.0045000000,0,0.402000,0.050000,-0.050000,0,3471.00,124.00,-124.00,0
K2-95 b,,,,,0.414978,0.014146,-0.014146,0,3411.00,157.00,-157.00,0
K2-95 b,,,,,0.440000,0.020000,-0.020000,0,3410.00,65.00,-65.00,0
K2-95 b,0.0696000000,0.0006000000,-0.0006000000,0,0.420000,0.010000,-0.010000,0,3548.00,59.00,-59.00,0
K2-95 b,,,,,0.226000,,,0,,,,
K2-95 b,,,,,0.226000,0.056000,-0.060000,0,,,,
K2-95 b,,,,,0.430000,,,0,,,,
K2-97 b,,,,,4.708810,,,0,4642.56,29.95,-29.95,0
K2-97 b,,,,,4.090000,0.180000,-0.300000,0,,,,
K2-97 b,0.0860000000,0.0011000000,-0.0011000000,0,4.470000,0.180000,-0.180000,0,4717.00,73.00,-73.00,0
K2-97 b,0.0810000000,,,0,4.200000,0.140000,-0.140000,0,,,,
K2-97 b,,,,,4.710000,,,0,4642.60,29.90,-29.90,0
K2-97 b,,,,,4.200000,0.140000,-0.140000,0,4790.00,90.00,-90.00,0
K2-97 b,,,,,4.200000,0.140000,-0.140000,0,4790.00,90.00,-90.00,0
K2-97 b,,,,,2.949151,0.366463,-0.304513,0,4836.00,50.00,-50.00,0
K2-97 b,,,,,4.790000,,,0,,,,
K2-97 b,0.0854000000,0.0044000000,-0.0033000000,0,4.140000,0.280000,-0.260000,0,4673.00,95.00,-93.00,0
K2-98 b,,,,,1.506960,0.071407,-0.075849,0,6283.00,99.86,-157.78,0
K2-98 b,0.0986000000,0.0020000000,-0.0029000000,0,1.518000,0.082000,-0.076000,0,6260.00,170.00,-160.00,0
K2-98 b,,,,,1.390000,,,0,,,,
K2-98 b,,,,,1.370000,0.230000,-0.110000,0,,,,
K2-98 b,0.0974000000,0.0009000000,-0.0009000000,0,1.570000,0.040000,-0.040000,0,6172.00,82.00,-82.00,0
K2-98 b,0.0943000000,0.0061000000,-0.0052000000,0,1.311000,0.083000,-0.048000,0,6120.00,80.00,-80.00,0
K2-98 b,,,,,1.506960,0.071407,-0.075849,0,6283.00,99.86,-157.78,0
K2-98 b,,,,,1.510000,0.070000,-0.070000,0,6283.00,128.82,-128.82,0
K2-98 b,,,,,1.508200,0.220829,-0.219765,0,6095.00,50.00,-50.00,0
K2-99 b,,,,,2.731150,0.148400,-0.165570,0,6073.27,123.22,-145.54,0
K2-99 b,0.1590000000,0.0060000000,-0.0060000000,0,3.100000,0.100000,-0.100000,0,5990.00,40.00,-40.00,0
K2-99 b,0.1530000000,0.0010000000,-0.0010000000,0,2.550000,0.020000,-0.020000,0,6069.00,92.00,-92.00,0
K2-99 b,0.1597000000,0.0012000000,-0.0012000000,0,2.630000,0.070000,-0.070000,0,6217.00,78.00,-78.00,0
K2-99 b,,,,,1.980000,,,0,,,,
K2-99 b,,,,,2.710000,0.420000,-0.130000,0,,,,
K2-99 b,,,,,2.276457,0.320083,-0.257309,0,6033.00,50.00,-50.00,0
K2-99 c,1.4300000000,0.0100000000,-0.0100000000,0,2.550000,0.020000,-0.020000,0,6069.00,92.00,-92.00,0
KELT-1 b,,,,,1.462160,0.076397,-0.069206,0,6596.04,174.54,-138.63,0
KELT-1 b,,,,,1.462160,0.076397,-0.069206,0,6596.04,174.54,-138.63,0
KELT-1 b,,,,,1.471000,0.045000,-0.035000,0,6516.00,49.00,-49.00,0
KELT-1 b,,,,,1.460000,0.070000,-0.070000,0,6596.04,156.59,-156.59,0
KELT-1 b,,,,,1.471000,0.045000,-0.035000,0,6516.00,49.00,-49.00,0
KELT-1 b,,,,,1.471000,0.045000,-0.035000,0,6516.00,49.00,-49.00,0
KELT-1 b,0.0246600000,0.0001600000,-0.0001600000,0,1.471000,0.045000,-0.035000,0,6516.00,49.00,-49.00,0
KELT-10 b,,,,,1.155990,0.054874,-0.054874,0,5883.00,133.80,-133.80,0
KELT-10 b,,,,,1.209000,0.047000,-0.035000,0,5948.00,74.00,-74.00,0
KELT-10 b,0.0508000000,0.0024000000,-0.0019000000,0,1.209000,0.047000,-0.035000,0,,,,
KELT-10 b,,,,,,,,,,,,
KELT-10 b,0.0525000000,0.0008600000,-0.0009700000,0,1.209000,0.047000,-0.035000,0,5948.00,74.00,-74.00,0
KELT-11 b,0.0625000000,0.0030000000,-0.0029000000,0,2.787150,,,0,5326.00,25.00,-25.00,0
KELT-11 b,0.0626000000,0.0050000000,-0.0050000000,0,2.830000,,,0,5326.00,,,0
KELT-11 b,,,,,,,,,,,,
KELT-11 b,0.0622900000,0.0008800000,-0.0007600000,0,2.720000,0.210000,-0.170000,0,5370.00,51.00,-50.00,0
KELT-11 b,,,,,2.690000,0.040000,-0.040000,0,5375.00,25.00,-25.00,0
KELT-11 b,,,,,2.787150,,,0,5370.00,,,0
KELT-11 b,,,,,2.720000,0.210000,-0.170000,0,5370.00,51.00,-50.00,0
KELT-11 b,,,,,2.690000,0.040000,-0.040000,0,5375.00,25.00,-25.00,0
KELT-11 b,,,,,2.787150,,,0,5326.00,25.00,-25.00,0
KELT-12 b,0.0670800000,0.0009700000,-0.0013000000,0,2.370000,0.170000,-0.170000,0,6279.00,51.00,-51.00,0
KELT-12 b,,,,,2.370000,0.170000,-0.170000,0,6279.00,51.00,-51.00,0
KELT-12 b,,,,,2.370000,0.170000,-0.170000,0,6279.00,51.00,-51.00,0
KELT-12 b,,,,,2.160000,0.100000,-0.100000,0,6350.00,133.70,-133.70,0
KELT-14 b,,,,,1.520000,0.030000,-0.030000,0,5720.00,130.00,-130.00,0
KELT-14 b,,,,,,,,,,,,
KELT-14 b,,,,,1.520000,0.030000,-0.030000,0,5720.00,130.00,-130.00,0
KELT-14 b,0.0295600000,0.0004300000,-0.0005700000,0,1.368000,0.078000,-0.077000,0,5802.00,95.00,-92.00,0
KELT-14 b,,,,,1.510000,0.070000,-0.070000,0,5720.00,,,0
KELT-14 b,0.0300500000,0.0003100000,-0.0003100000,0,1.520000,0.030000,-0.030000,0,5720.00,130.00,-130.00,0
KELT-15 b,,,,,1.481000,0.091000,-0.041000,0,6003.00,56.00,-52.00,0
KELT-15 b,,,,,1.481000,0.091000,-0.041000,0,6003.00,56.00,-52.00,0
KELT-15 b,,,,,1.522380,0.064673,-0.064673,0,6003.00,,,0
KELT-15 b,0.0461300000,0.0006500000,-0.0006500000,0,1.481000,0.091000,-0.041000,0,6003.00,56.00,-52.00,0
KELT-15 b,,,,,,,,,,,,
KELT-15 b,,,,,1.780000,0.210000,-0.210000,0,6003.00,54.00,-54.00,0
KELT-16 b,,,,,1.360000,0.064000,-0.053000,0,6236.00,54.00,-54.00,0
KELT-16 b,,,,,1.360000,0.064000,-0.053000,0,6236.00,54.00,-54.00,0
KELT-16 b,,,,,,,,,,,,
KELT-16 b,0.0204400000,0.0002400000,-0.0002600000,0,1.360000,0.064000,-0.053000,0,6236.00,54.00,-54.00,0
KELT-16 b,,,,,1.413980,0.063714,-0.063714,0,6430.00,139.01,-139.01,0
KELT-17 b,0.0488100000,0.0006500000,-0.0006100000,0,1.645000,0.060000,-0.055000,0,7454.00,49.00,-49.00,0
KELT-17 b,,,,,1.645000,0.060000,-0.055000,0,7454.00,49.00,-49.00,0
KELT-17 b,,,,,,,,,,,,
KELT-17 b,,,,,1.701690,0.058040,-0.058040,0,7511.00,130.40,-130.40,0
KELT-18 b,,,,,1.910000,0.080000,-0.080000,0,6840.00,128.80,-128.80,0
KELT-18 b,,,,,1.908000,0.042000,-0.035000,0,6670.00,120.00,-120.00,0
KELT-18 b,0.0455000000,0.0006700000,-0.0006900000,0,1.908000,0.042000,-0.035000,0,6670.00,120.00,-120.00,0
KELT-18 b,,,,,,,,,,,,
KELT-18 b,,,,,,,,,,,,
KELT-18 b,,,,,1.909040,0.084908,-0.072433,0,6840.00,119.15,-138.44,0
KELT-18 b,,,,,1.908000,0.042000,-0.035000,0,6670.00,120.00,-120.00,0
KELT-19 A b,,,,,1.830000,0.099000,-0.099000,0,7500.00,110.00,-110.00,0
KELT-19 A b,,,,,1.670000,0.060000,-0.060000,0,7346.00,210.00,-210.00,0
KELT-19 A b,,,,,,,,,,,,
KELT-19 A b,0.0637000000,0.0031000000,-0.0027000000,0,1.830000,0.099000,-0.099000,0,7500.00,110.00,-110.00,0
KELT-2 A b,,,,,1.828000,0.070000,,0,6151.00,50.00,,0
KELT-2 A b,,,,,1.880000,0.090000,-0.090000,0,6327.00,132.20,-132.20,0
KELT-2 A b,,,,,1.930000,0.100000,-0.100000,0,6327.00,80.00,-80.00,0
KELT-2 A b,0.0549700000,0.0003700000,-0.0003700000,0,1.828000,0.070000,-0.034000,0,6148.00,48.00,-48.00,0
KELT-2 A b,0.0549600000,0.0003900000,-0.0003600000,0,1.828000,0.070000,,0,6151.00,50.00,,0
KELT-20 b,,,,,,,,,,,,
KELT-20 b,0.0542000000,0.0014000000,-0.0021000000,0,1.565000,0.057000,-0.064000,0,8720.00,250.00,-260.00,0
KELT-20 b,,,,,1.565000,0.057000,-0.064000,0,8720.00,250.00,-260.00,0
KELT-20 b,,,,,1.620000,0.040000,-0.040000,0,8894.80,267.40,-267.40,0
KELT-20 b,0.0570000000,0.0060000000,-0.0060000000,0,1.600000,0.060000,-0.060000,0,8980.00,90.00,-130.00,0
KELT-20 b,,,,,1.565000,0.057000,-0.064000,0,8720.00,250.00,-260.00,0
KELT-21 b,,,,,,,,,,,,
KELT-21 b,0.0522400000,0.0003500000,-0.0003400000,0,1.638000,0.034000,-0.034000,0,7598.00,81.00,-84.00,0
KELT-21 b,,,,,1.710000,0.060000,-0.060000,0,8324.00,258.90,-258.90,0
KELT-21 b,,,,,1.638000,0.034000,-0.034000,0,7598.00,81.00,-84.00,0
KELT-23 A b,,,,,0.960000,0.050000,-0.050000,0,5787.00,109.90,-109.90,0
KELT-23 A b,,,,,,,,,,,,
KELT-23 A b,,,,,0.996000,0.015000,-0.015000,0,5899.00,49.00,-49.00,0
KELT-23 A b,,,,,0.962706,0.043789,-0.048728,0,5898.00,110.81,-139.78,0
KELT-23 A b,0.0330200000,0.0006800000,-0.0006400000,0,0.996000,0.015000,-0.015000,0,5899.00,49.00,-49.00,0
KELT-24 b,,,,,1.550000,0.060000,-0.060000,0,6403.90,184.10,-184.10,0
KELT-24 b,0.0696900000,0.0008700000,-0.0009600000,0,1.506000,0.022000,-0.022000,0,6509.00,50.00,-49.00,0
KELT-24 b,,,,,,,,,,,,
KELT-24 b,,,,,1.506000,0.022000,-0.022000,0,6509.00,50.00,-49.00,0
KELT-24 b,,,,,1.548670,0.062675,-0.058833,0,6321.17,96.20,-117.97,0
KELT-24 b,0.0665000000,0.0011000000,-0.0011000000,0,1.338000,0.032000,-0.030000,0,6426.00,93.00,-91.00,0
KELT-24 b,0.0670000000,0.0020000000,-0.0020000000,0,1.520000,0.030000,-0.020000,0,6415.00,110.00,-110.00,0
KELT-24 b,,,,,1.506000,0.022000,-0.022000,0,6509.00,50.00,-49.00,0
KELT-3 b,,,,,1.610790,0.066829,-0.098729,0,6518.00,99.90,-147.55,0
KELT-3 b,,,,,1.472000,0.065000,-0.067000,0,6306.00,50.00,-49.00,0
KELT-3 b,,,,,1.470000,0.070000,-0.070000,0,6306.00,50.00,-50.00,0
KELT-3 b,,,,,1.610000,0.080000,-0.080000,0,6518.00,123.70,-123.70,0
KELT-3 b,0.0412300000,0.0006600000,-0.0006600000,0,1.472000,0.065000,-0.062000,0,6308.00,50.00,-50.00,0
KELT-3 b,0.0412200000,0.0006600000,-0.0006700000,0,1.472000,0.065000,-0.067000,0,6306.00,50.00,-49.00,0
KELT-3 b,,,,,,,,,,,,
KELT-3 b,,,,,1.472000,0.065000,-0.067000,0,6306.00,50.00,-49.00,0
KELT-3 b,,,,,,,,,6306.00,50.00,-50.00,0
KELT-3 b,,,,,1.700000,0.120000,-0.120000,0,6304.00,49.00,-49.00,0
KELT-4 A b,,,,,1.613960,0.064585,-0.064585,0,6317.00,109.10,-109.10,0
KELT-4 A b,,,,,,,,,,,,
KELT-4 A b,,,,,1.603000,0.039000,-0.038000,0,6206.00,75.00,-75.00,0
KELT-4 A b,,,,,1.600000,0.040000,-0.040000,0,6207.00,75.00,-75.00,0
KELT-4 A b,0.0431700000,0.0007900000,-0.0007400000,0,1.603000,0.039000,-0.038000,0,6206.00,75.00,-75.00,0
KELT-6 b,0.0804000000,0.0014000000,-0.0014000000,0,1.530000,0.140000,-0.140000,0,6272.00,61.00,-61.00,0
KELT-6 b,,,,,,,,,,,,
KELT-6 b,,,,,1.580000,0.160000,-0.094000,0,6102.00,43.00,-43.00,0
KELT-6 b,,,,,1.650000,0.070000,-0.070000,0,6266.00,104.70,-104.70,0
KELT-6 b,0.0793900000,0.0010000000,-0.0009900000,0,1.580000,0.160000,-0.094000,0,6102.00,43.00,-43.00,0
KELT-6 b,0.0800000000,0.0010000000,-0.0010000000,0,1.529000,0.143000,-0.137000,0,6272.00,61.00,-61.00,0
KELT-6 b,,,,,1.730000,0.120000,-0.120000,0,6102.00,43.00,-43.00,0
KELT-6 c,2.3900000000,0.1100000000,-0.1100000000,0,1.529000,0.143000,-0.137000,0,6272.00,61.00,-61.00,0
KELT-7 b,0.0441500000,0.0006200000,-0.0005200000,0,1.732000,0.043000,-0.045000,0,6789.00,50.00,-49.00,0
KELT-7 b,,,,,,,,,,,,
KELT-7 b,,,,,,,,,6513.00,49.00,-53.00,0
KELT-7 b,,,,,1.810000,0.070000,-0.070000,0,6768.00,7.00,-7.00,0
KELT-7 b,,,,,,,,,,,,
KELT-7 b,,,,,1.770000,0.070000,-0.070000,0,6767.90,115.70,-115.70,0
KELT-7 b,,,,,1.732000,0.043000,-0.045000,0,6789.00,50.00,-49.00,0
KELT-7 b,,,,,1.810000,0.070000,-0.070000,0,6768.00,7.00,-7.00,0
KELT-7 b,,,,,1.732000,0.043000,-0.045000,0,6789.00,50.00,-49.00,0
KELT-7 b,,,,,,,,,,,,
KELT-8 b,0.0457100000,0.0009600000,-0.0008400000,0,1.670000,0.140000,-0.120000,0,5754.00,54.00,-55.00,0
KELT-8 b,,,,,1.389510,0.060302,-0.060302,0,5703.00,99.10,-99.10,0
KELT-8 b,0.0455000000,0.0008300000,-0.0008800000,0,1.670000,0.140000,-0.120000,0,5754.00,54.00,-55.00,0
KELT-8 b,,,,,1.670000,0.140000,-0.120000,0,5754.00,54.00,-55.00,0
KELT-8 b,,,,,,,,,,,,
KELT-8 b,,,,,1.389510,0.041475,-0.079128,0,5703.00,90.17,-108.08,0
KELT-8 b,,,,,1.460000,0.080000,-0.080000,0,5754.00,54.00,-54.00,0
KELT-8 b,,,,,1.460000,0.080000,-0.080000,0,5754.00,54.00,-54.00,0
KELT-9 b,,,,,,,,,,,,
KELT-9 b,,,,,2.287730,0.058533,-0.058533,0,9435.00,174.10,-174.10,0
KELT-9 b,0.0346200000,0.0011000000,-0.0009300000,0,2.362000,0.075000,-0.063000,0,10170.00,450.00,-450.00,0
KELT-9 b,,,,,2.362000,0.075000,-0.063000,0,10170.00,450.00,-450.00,0
KELT-9 b,,,,,2.178000,0.011000,-0.011000,0,,,,
KELT-9 b,,,,,2.362000,0.075000,-0.063000,0,10170.00,450.00,-450.00,0
KIC 10001893 b,,,,,,,,,27500.00,200.00,-500.00,0
KIC 10001893 c,,,,,,,,,27500.00,200.00,-500.00,0
KIC 10001893 d,,,,,,,,,27500.00,200.00,-500.00,0
KIC 10068024 b,,,,,1.574000,0.525000,-0.370000,0,6118.40,127.20,-121.20,0
KIC 10525077 b,,,,,1.010000,0.100000,-0.100000,0,6091.00,164.00,-213.00,0
KIC 3526061 b,5.1400000000,0.1600000000,-0.1600000000,0,5.860000,0.240000,-0.220000,0,4829.00,102.00,-102.00,0
KIC 3558849 b,,,,,1.010000,0.110000,-0.110000,0,6175.00,168.00,-194.00,0
KIC 5437945 b,1.1455000000,,,0,1.393000,0.656000,-0.336000,0,6340.00,176.00,-199.00,0
KIC 5437945 b,,,,,1.240000,0.290000,-0.290000,0,6340.00,176.00,-199.00,0
KIC 5437945 b,1.1455000000,,,0,1.393000,0.385000,-0.385000,0,6340.00,171.00,-209.00,0
KIC 5437945 b,,,,0,1.952040,,,0,5976.19,55.92,-55.92,0
KIC 5437945 b,1.1455000000,,,0,1.393000,0.656000,-0.336000,0,6340.00,176.00,-199.00,0
KIC 5437945 b,1.1455000000,,,0,1.393000,0.656000,-0.336000,0,6340.00,176.00,-199.00,0
KIC 5437945 b,,,,,1.260000,0.487000,-0.170000,0,6146.00,82.66,-114.05,0
KIC 5437945 b,1.1967100000,0.0094000000,-0.0094000000,0,1.868000,0.060000,-0.058000,0,6054.00,60.00,-60.00,0
KIC 5479689 b,,,,,0.894000,0.017000,-0.016000,0,5459.10,90.00,-85.20,0
KIC 7917485 b,,,,,,,,,7067.00,192.00,-192.00,0
KIC 8121913 b,,,,,2.233000,0.054000,-0.056000,0,5975.30,110.20,-109.40,0
KIC 8540376 b,,,,,1.260000,0.560000,-0.560000,0,6474.00,178.00,-267.00,0
KIC 8540376 c,,,,,1.260000,0.560000,-0.560000,0,6474.00,178.00,-267.00,0
KIC 9663113 b,1.5534600000,0.0101500000,-0.0101500000,0,2.146000,0.076000,-0.072000,0,6218.00,60.00,-60.00,0
KIC 9663113 b,1.3337000000,,,0,1.006000,0.370000,-0.121000,0,6065.00,155.00,-180.00,0
KIC 9663113 b,,,,0,2.215620,,,0,6117.21,28.31,-28.31,0
KIC 9663113 b,,,,,1.030000,0.120000,-0.120000,0,6065.00,155.00,-180.00,0
KIC 9663113 b,1.3337000000,,,0,1.006000,0.370000,-0.121000,0,6065.00,155.00,-180.00,0
KIC 9663113 b,1.4062000000,,,0,1.299000,0.231000,-0.173000,0,6226.00,112.00,-124.00,0
KIC 9663113 b,1.3690000000,,,0,1.040000,0.350000,-0.350000,0,6081.00,90.00,-90.00,0
KIC 9663113 b,,,,,2.224000,0.114000,-0.107000,0,6218.00,124.00,-124.00,0
KMT-2016-BLG-0212L b,4.6000000000,1.4000000000,-1.4000000000,0,,,,,,,,
KMT-2016-BLG-0212L b,4.2000000000,1.5000000000,-1.4000000000,0,,,,,,,,
KMT-2016-BLG-0212L b,2.2000000000,0.7000000000,-0.7000000000,0,,,,,,,,
KMT-2016-BLG-0212L b,5.5000000000,1.9000000000,-1.8000000000,0,,,,,,,,
KMT-2016-BLG-1105L b,2.5600000000,0.7300000000,-0.7400000000,0,,,,,,,,
KMT-2016-BLG-1105L b,2.6300000000,0.7900000000,-0.8300000000,0,,,,,,,,
KMT-2016-BLG-1105L b,2.4400000000,0.8800000000,-0.7500000000,0,,,,,,,,
KMT-2016-BLG-1105L b,2.9300000000,0.6900000000,-0.9100000000,0,,,,,,,,
KMT-2016-BLG-1105L b,2.2600000000,0.5100000000,-0.6900000000,0,,,,,,,,
